sqft_above,sqft_lot15,sqft_living15
1720,7030,1790
1210,7313,1610
1550,8100,1650
1860,44431,2000
2510,4106,2470
2040,133729,2370
1220,6770,1440
780,4440,1320
1460,8633,2080
1040,9100,1670
2230,8040,2230
910,29150,1470
2950,34417,2870
1480,3750,1570
1730,6000,2450
1560,13500,1750
1740,20741,1560
1220,8906,1840
2680,10020,2680
2430,7379,1990
2440,8109,2450
1390,8475,2110
1390,8475,2110
1600,6180,1410
1600,6180,1410
1580,8308,1200
2840,43560,2550
2550,7440,1020
1250,7300,2070
1470,2052,1390
1680,8084,2080
1110,8593,1780
1200,8625,1930
1930,5500,3370
2000,5000,2320
890,6430,1460
2140,10018,2760
1260,7492,1639
920,5150,1700
2450,69260,1060
2590,32181,2030
1010,8469,1370
1010,4040,1630
1020,5500,1160
2940,12040,1290
900,4080,1220
1100,9750,1190
1990,3800,1980
1520,5800,2280
4040,14212,3940
1250,8190,1560
1820,9150,1770
1010,1339,1140
1730,8501,1940
1170,1304,1310
2910,5000,2910
970,6000,1180
1600,11368,1890
1630,8388,2220
780,4750,1340
1280,6318,1710
1060,11000,1540
1450,6000,2080
1370,9884,1370
2010,8215,2170
1540,7725,1590
2130,6000,3010
1490,7846,1350
1380,9137,1980
1260,3767,1430
2030,4187,2450
1370,8100,1820
1130,3200,1680
1180,3600,1900
2800,16020,2010
1350,3672,1570
1660,6380,950
1870,4500,1670
2580,70131,2580
1010,9720,2020
1330,5053,1330
1330,5053,1330
2630,4972,2880
1100,4750,1830
1810,7725,1680
1060,4080,1400
3040,5500,2980
1660,13879,2360
2430,12842,3440
1880,7000,1880
1150,5695,1150
1350,15101,2100
1310,7107,1510
1920,5550,2250
1850,13927,2760
2100,5965,1450
670,7176,1960
1820,4550,2030
760,3000,1270
1100,14212,1520
3880,59677,4410
880,5051,2440
720,5816,1030
2180,32688,2880
1130,16920,1490
1540,4372,2020
1070,9418,2170
1100,14904,1230
3060,6000,3040
2810,14810,3120
2550,8588,3050
4290,22325,3620
3040,38600,2070
2530,14055,2530
1300,6380,1590
1790,11726,1760
890,2400,1240
1300,6000,2400
1200,10361,1950
830,5000,1770
3250,44287,1600
1970,14695,2150
1140,6165,1340
1370,8209,1850
3900,11775,1730
2160,45789,1990
1440,9167,1640
1340,6000,1190
2120,7972,2010
830,8000,1300
1670,7949,2590
1550,6938,2330
1800,4080,2100
1190,4600,1510
1210,7869,1370
880,7528,1260
2410,9979,2540
1350,10800,1940
1850,4120,1080
1190,20747,2260
860,3120,2160
2620,7910,2070
1590,19134,2200
1850,5000,1850
4040,125452,3000
1940,10018,2330
2150,13104,2990
3170,6891,3210
1440,7811,1960
3230,21780,3230
2120,50690,3280
1340,7490,1760
2130,8982,2350
1440,7215,1150
1440,7200,2160
1120,8812,1050
2400,5817,2420
1810,5003,1850
1270,7680,2100
1350,3570,1370
1550,217800,1600
920,3880,1330
1770,12902,2650
2510,9750,1900
2040,15389,2530
1660,5505,1630
1580,17313,2060
2690,8087,2420
2910,5763,2090
2670,7772,1960
1280,7140,1380
2160,35244,2230
1290,10488,2050
800,3734,1470
730,5000,1100
1020,7344,1720
1180,11761,1890
1390,9250,1520
3310,39340,3230
2550,3900,1830
1600,7500,2510
2140,9990,2060
1760,4713,1760
970,10880,1570
2020,9134,3380
1670,4848,1800
3140,10758,2980
1150,56628,1870
2910,20048,2910
1310,103672,1600
2140,9790,2060
1090,7350,1440
1330,8000,1500
3480,11240,2800
1910,16167,2850
1750,11276,2140
1760,7620,1370
1390,7700,2080
1360,7050,1360
1730,9211,1440
3690,5300,2950
1010,8504,1310
2400,54450,2230
1540,7689,1690
740,5851,1680
2520,5001,2910
1000,1493,1650
1410,35719,1860
3030,11635,2980
1440,3900,1350
3250,16927,2890
870,5750,1750
2120,46173,2000
1050,5502,1050
1430,3600,1950
1020,7200,2070
1220,7650,1860
2390,104108,2610
1400,7700,1710
1190,8110,1290
1280,6360,1990
670,3360,1330
2420,9965,1630
860,7800,1700
1240,7350,2490
2800,5368,2790
940,9100,1420
1640,7875,1160
1680,5000,1850
3660,107153,3660
2070,27940,3780
1100,10125,1520
1690,18782,2980
1320,8100,1070
1470,5000,1530
980,7678,1790
1530,8650,2220
1710,10965,2070
1540,11508,1330
1390,9720,1750
1160,5000,1840
1270,4250,2240
2110,7279,2130
1396,111949,2020
2320,10080,2830
980,5700,1220
1160,8170,1780
1770,41241,2920
1484,4320,1484
1180,12753,1860
2820,39413,2910
1000,7560,1580
2040,8408,2040
2720,40511,2250
1020,1350,1510
1560,11180,1840
830,1366,830
980,3154,980
1360,7200,1880
3680,11251,2830
860,5400,960
1020,5100,1850
1620,4644,1620
2240,6600,1860
1010,4590,1330
1610,7350,2120
2720,7250,2870
1190,6982,1850
1030,6600,1220
1450,7198,1950
1300,8671,2030
1960,4400,2060
1320,8295,1370
2340,5500,2940
1460,7357,1690
1490,6726,2430
2620,7812,1730
700,3952,1150
1140,6125,1880
2750,35440,2710
2480,5018,2510
940,7168,1400
1870,2108,1570
1030,7272,1710
2150,11923,2200
2250,7363,2140
1480,9460,2500
2300,4950,1820
970,7250,1740
2830,5000,1780
1240,6417,1800
2180,5914,2150
2510,10006,2510
4930,8639,4470
1800,18540,2460
3220,7651,2120
2270,7133,2550
1840,9900,2730
3820,7142,2790
1130,7647,1550
2450,8757,2580
1350,8288,1470
2200,4560,1470
860,5100,1000
1190,8000,1540
990,6034,1230
1200,1848,1270
1280,9592,2140
930,4800,1700
2610,9450,3760
2610,9450,3760
1020,8800,1490
1160,9380,1670
880,8820,1100
1690,12434,2170
950,7620,1260
1010,44866,2020
1820,104979,2430
1590,17299,2500
2430,4800,2020
830,27338,2030
1450,9600,2090
2030,7200,1760
1060,3360,1360
950,6750,1640
2500,39639,1300
960,7455,1920
780,5000,1150
2180,9775,2490
1880,12000,1880
1100,4000,1980
2190,17550,1700
2530,7950,2140
1430,12408,2840
1510,5000,1990
4910,45302,3430
1100,5330,1050
1730,6597,1780
1480,1593,1470
1150,6082,1880
1570,12751,2160
1400,9600,2150
2040,4000,1650
1450,4650,1660
2270,5760,1420
2050,10264,3180
650,4906,1310
2780,7500,1000
1160,1255,1430
2730,10070,2800
1820,25500,2700
2410,8056,1910
1180,7710,1270
2600,6041,2470
1400,1650,1430
1110,7704,1780
1660,6192,2190
1590,9631,2420
720,6784,1820
1690,10681,2710
980,6004,1760
2860,92782,2670
1360,12300,2040
1110,9900,1590
2040,9998,3150
1770,8225,2000
920,5500,1370
1690,8536,1850
1860,7800,2390
1040,9514,1040
1220,8576,1220
1830,15000,2960
760,7410,1220
1870,19822,3070
1300,7500,1840
1660,7440,950
1430,3960,1140
1620,17394,2400
1490,6681,2040
1170,2023,1170
1240,9750,1240
1920,5500,1370
2660,43561,2570
2220,5123,1170
1070,10836,1450
2780,4090,1890
2510,5669,3250
1450,8236,1860
1765,7719,1765
1320,9902,1890
2650,41210,1940
1310,4200,1740
1650,3064,1560
1180,7840,1180
800,8775,820
1430,8040,1290
2410,9920,2540
980,9064,1990
2660,8100,2810
1380,3956,1440
810,5000,1760
3360,6750,2510
1360,8016,2050
2890,10114,2840
1750,4255,1700
1010,8053,1250
3780,10210,3370
1880,35200,2230
800,5376,1910
3960,219542,2160
1060,21344,1560
2530,30192,2160
1260,11325,1880
1300,5102,1440
1890,4259,2100
3360,11205,3530
630,4200,970
1980,3600,1980
840,4500,990
3420,111513,3250
3440,35005,3210
1300,12196,2440
2040,35124,2040
1250,7700,1520
1290,10907,2490
1360,8120,2020
2360,9000,1800
3190,5640,2680
2570,6866,2760
980,7875,1430
1060,9600,1290
2080,55321,2080
2740,5026,2210
1250,6258,1320
1260,5010,1590
1870,10200,2670
860,8499,1554
2810,10754,2990
1040,4000,1740
1160,10324,1340
1470,3008,1360
1670,9474,2250
1660,7800,2510
1100,9600,1670
890,8180,1130
1810,5500,2040
1460,7280,1720
980,6572,1180
2580,10631,4220
1250,7506,1250
1570,9350,2430
1870,5165,3440
1290,9081,1550
2090,4698,2070
1120,8636,1120
1410,8417,1790
820,1719,1500
1840,8611,1540
1600,12000,2160
1810,4465,1880
1580,8197,2050
1000,4356,1700
1300,19352,2120
2880,12530,2840
1470,8400,1470
1460,7668,1910
5490,17600,2910
1330,8178,2500
1140,1267,1140
1830,6996,1940
3110,7425,2910
1430,15186,2240
1470,12000,2110
1750,9010,1560
2580,422967,3260
770,5029,1230
1770,6343,1770
1540,7210,1500
2200,6900,2400
1940,8425,1940
1453,2526,1860
1830,3331,2030
1000,10500,1760
1400,8433,1590
2400,45000,2280
1390,10000,1420
1680,12160,1760
910,5628,1180
1140,4000,1660
1060,10200,1920
3050,40107,3050
970,11963,1210
1320,5184,1270
1110,6356,1560
1260,3750,1940
1650,4182,2140
2720,60548,3170
1390,8248,1970
1090,7200,2130
2990,215622,2840
1330,7140,1500
1440,6198,1980
3180,12350,2910
1643,9940,2270
1530,7816,1480
850,6410,1270
2800,5120,1780
1510,8357,2180
2700,5191,1610
1140,4800,1670
1440,49658,2080
1300,9636,2210
1630,4800,2410
1390,4680,1390
2760,42253,3030
3200,7290,3030
1240,4000,1460
1960,29004,2020
2190,9719,1640
3540,11180,4130
1840,4080,1990
1940,5000,2270
1670,9500,1620
2080,6581,2100
1560,10120,1900
1200,13502,1700
1790,7650,1710
1940,9500,2300
1940,9500,2300
960,9250,1670
1750,42224,2220
1620,5000,2160
1540,8204,2270
3940,14080,3290
1620,4240,1450
1770,22069,1690
2320,4500,2500
1330,5000,1310
3420,21344,2110
970,7300,1290
1880,6000,2090
1860,9752,1390
1020,9515,1470
720,7577,1140
4460,17122,4540
1250,7208,1730
1160,7200,1460
1080,4930,1400
1900,6086,1900
5300,37034,3730
1370,14482,1770
1640,9077,1890
960,57499,1520
2190,8888,2090
3990,16087,3450
800,1926,1310
1780,5250,2010
2630,10810,2470
2300,19250,1460
1810,8000,1840
1290,4000,1820
2780,6029,3000
2110,7680,2000
1390,13020,2210
1030,7520,1870
1200,7952,1200
1900,8350,1420
710,9900,1070
1360,7800,1610
2990,8190,2150
1640,25788,1620
2050,16140,2550
1860,3745,1810
3680,10030,3710
1830,9220,1770
2570,12927,2580
1900,12736,2730
1150,9600,1170
4260,16772,3490
1260,9790,1530
2220,10768,2660
1270,5120,1840
1920,10343,1920
1080,4961,1520
890,5000,1160
1100,1280,1580
1640,1290,1440
2170,4800,1390
2630,5000,2600
1250,5750,1370
3320,6050,3680
830,5356,1100
3290,55023,2700
1220,8340,1970
2330,3600,1710
1620,217800,2240
1220,8148,1600
1150,7574,1170
1000,3060,1320
3440,6528,3310
1300,8301,1900
750,4653,1700
1000,8640,1550
880,6160,1010
2680,6908,2305
860,3500,1290
1310,8067,1290
1540,4000,2220
1440,4756,1610
1510,3817,1510
1580,1201,1490
1310,1608,1370
880,6120,1360
1320,8114,2110
1130,3201,1740
2910,8400,2480
2500,12760,3380
1100,5880,960
1381,1180,1381
960,9624,1540
2530,8172,1380
2200,5046,2200
1250,7920,1300
1850,13600,1830
1000,4017,1640
1410,8330,1830
960,4080,1680
1500,13680,1350
1440,6350,1960
1730,6490,1390
960,3844,1020
2380,7378,2260
1120,34200,1620
2960,36384,2800
790,6655,1090
1870,4795,2290
1470,13000,1850
1750,4560,2100
1100,11761,1910
600,2221,1790
2420,3150,1590
2530,8620,4120
3850,14050,2970
2470,7947,2600
1360,9997,1530
2800,4000,2010
2270,5000,1210
1750,9024,1890
3550,7871,3920
1570,9719,1640
1670,6801,1670
1860,29279,2500
4460,26027,3770
1080,4240,1530
1080,4240,1530
1280,4280,1650
2540,32647,2740
1280,4000,1390
1430,9348,1910
1870,9672,2670
860,4800,1510
2200,8038,1690
720,4120,1290
2970,9707,2970
960,7080,1160
1420,5000,1490
1300,10240,1950
3090,5788,3080
1200,8400,1200
4065,18713,3070
2570,6533,2460
1530,5467,1640
1500,13430,1500
2490,5880,2650
3040,9742,2490
2190,22077,3220
1690,7000,2390
1430,10350,1890
1400,15300,2060
1350,7200,1100
3140,17417,3140
2340,40500,2480
1100,8400,1510
3320,37804,3270
2390,12500,2640
1180,13173,1400
1260,1312,1300
1350,4400,1920
1790,9840,1550
1060,7300,1340
1440,12734,1540
860,3880,1000
2240,7300,2250
1030,3810,1780
2350,7274,2260
1350,8587,1350
870,4800,940
1250,1438,1520
1050,10033,1540
1750,9918,3010
1830,3011,1830
2040,5000,1330
900,2550,1120
1553,10546,1010
1570,2856,2120
3400,69696,1760
1270,5080,1580
1480,9106,2700
3040,3849,1690
1430,9282,1630
1520,4237,1560
1100,9450,1540
1270,11250,1940
2070,4000,1450
1380,5850,1810
2550,8508,2400
1390,16200,2050
2120,4080,2280
1570,6716,1140
1310,7200,1580
2460,4160,2080
2530,35366,3020
1160,4322,1750
1120,8671,1980
1440,5000,1440
2300,9879,2000
1370,8744,1930
940,7515,1330
1570,8402,2050
1200,2500,1440
860,6892,1680
1240,9200,1130
1900,4780,1640
2350,9687,2210
1120,6660,1190
1020,6933,1260
1930,7616,2280
2680,7395,2310
2660,11315,1980
1220,6000,1940
1010,7271,1550
2310,8480,2310
920,5150,1080
1930,3090,1280
1590,9398,2980
2740,62726,2740
960,10761,960
1440,16150,3150
2400,5829,2420
1800,9612,1920
2960,5500,2760
2710,4160,2560
3830,68825,2410
2750,11050,1340
1300,5912,2220
1200,9913,1780
710,4988,1810
1910,10800,2140
1050,7260,2380
1960,10275,1560
1770,6000,1340
3290,6119,2750
1260,6000,1770
1000,5400,1760
5080,22326,4730
1020,7291,1770
1200,8096,1860
1740,12224,2580
3540,35926,3540
1080,7551,1720
1310,9600,1490
2410,24506,4270
2660,12927,2720
2120,7200,2120
1200,2140,1220
1900,7967,1720
1010,1318,1330
1850,7480,1870
3580,13068,2870
1510,108900,1780
2420,22257,2540
1870,10000,2720
1910,3300,1360
2400,3600,1360
1370,3760,1620
1760,5800,3100
1420,8436,2110
1010,7772,1710
2650,13204,2780
1020,11652,1690
720,1254,1070
1640,8787,2310
1060,9935,1490
1700,7650,1960
1090,8712,1820
730,8240,1310
3160,8896,2640
1313,3600,1080
1590,183161,2780
1080,9262,1090
1470,6000,2590
3800,18975,3940
1320,10251,1870
1230,9735,2090
1540,7653,2180
1390,18000,1390
850,5592,2050
2350,63162,2370
1160,7482,1190
3500,6856,3390
1980,7697,2090
1250,7700,1430
770,7139,1320
1320,5600,1810
1120,7200,1120
1150,13600,1400
1590,5100,1260
780,3880,1220
960,6000,1680
2420,9950,1510
2120,7110,1540
1660,13200,2250
2560,6788,2190
2620,10016,2620
2760,7703,2760
1450,9687,2810
910,6440,1850
990,8400,1750
1470,8500,1840
940,8547,1890
1650,6000,1540
2530,4879,2070
940,5700,1020
1480,13600,1930
880,3360,1330
2070,5331,2120
1380,1465,1380
910,6250,2000
1390,10050,1460
1840,7957,1650
1600,10650,1600
1100,9619,1600
1770,9920,1560
1940,2008,1970
3820,24751,3820
1370,4040,1660
4360,10800,2180
1540,1619,1540
4660,24913,5080
1590,7450,1490
1180,10750,1420
1320,7630,1680
1220,8137,2020
1070,3500,1280
1960,10680,2500
1140,10600,1840
660,4080,1520
2310,7672,2200
770,5000,940
2060,3187,2320
1370,16217,1370
1340,7200,1980
770,5304,1280
870,5664,1380
1850,4120,1960
1290,7526,1660
2260,5866,2260
900,4000,1750
1850,6827,1710
1470,10091,1820
1470,10091,1820
4000,12288,3540
1410,6175,2210
1520,4687,1970
1090,7436,1640
1700,4200,2490
900,4080,1280
980,4360,1630
1800,5050,2010
3170,5800,3100
1020,7840,1810
5430,107076,3170
1950,15181,1760
2190,125017,3000
1200,10139,1250
1380,4000,1720
2320,11770,2820
800,5097,1630
2700,10550,2350
840,3200,1400
1010,6170,1760
780,8160,1310
1440,5000,1630
1870,10217,2330
1740,9936,1780
780,7100,1280
1530,10300,2230
1210,7975,2190
1510,12070,2110
900,6380,1280
3670,7437,3680
960,1327,1160
1070,1200,1070
950,4560,2040
2950,6667,3340
1050,8150,1420
1590,8400,1460
1290,2500,1440
1690,4500,1640
1340,8700,1240
1397,31294,1950
3750,39413,2540
1400,6949,2040
2250,8622,2460
840,8640,1030
1100,5100,1540
1210,5100,1440
1580,21503,2480
1460,9600,1460
2470,4988,2510
1250,13503,1450
860,3774,1660
1540,7500,1800
1570,7434,1410
3250,10089,1620
1250,93654,2090
2080,4229,1890
1480,1231,1480
3610,8582,2800
2040,4500,1500
3180,19500,4320
3230,35285,2760
1640,19613,1630
1490,6600,1280
1010,11781,2460
900,4800,1460
3210,24527,3280
2620,5700,1950
1240,18000,1240
1760,7588,1630
1290,1370,1445
2780,9640,1760
2480,5100,1480
3180,9431,3210
1440,4157,1440
1200,1296,1240
2793,5704,2793
2970,4998,2810
850,5000,1170
1480,1283,1570
1870,3730,2100
2475,4000,2475
2950,6339,2950
1410,1352,1510
2240,4315,2530
3230,7624,3180
2100,18452,1860
1936,12770,1410
3120,6000,2670
2070,4610,2070
3700,5047,3050
2130,5462,2250
1540,1068,1620
1490,1156,1270
4180,6054,3570
1160,1524,1060
3490,8470,1810
1300,6849,1300
2730,3802,2150
1830,2762,1610
2340,4500,2190
1410,1811,1410
1930,8849,1540
3028,34575,1400
2390,4500,2850
2210,3693,2790
1430,1243,1430
1020,1415,980
1650,1863,1650
1060,1501,1440
2620,6716,2790
1830,3868,2330
798,1110,998
2070,4556,2070
2860,1378,1990
1920,4802,2384
920,651,1070
3590,10079,4590
3420,14190,2520
2070,6450,1770
1600,1370,1445
960,1829,1470
1740,5331,2380
2575,5323,2575
3660,11241,3320
940,1230,1400
3070,7200,2590
1920,48787,2010
4160,10333,1840
3276,11656,2010
1310,5117,1930
3430,12339,3110
2610,4165,3350
2930,10787,3210
1300,1312,1300
1040,1656,1250
2310,7140,2310
1360,1295,1280
2020,5685,2300
1270,1118,1090
2790,6154,2790
2320,4140,2150
1750,6092,1398
2030,4705,2040
1080,7752,1630
2230,2108,2160
2520,7772,1890
1340,1260,1510
1570,2500,1570
2690,4046,2210
2475,4000,2475
1170,3082,2130
840,1190,1110
1030,1520,1720
2940,6500,1680
4170,13635,1930
2950,10000,2100
3010,7203,3010
2170,1984,2150
1584,2800,1584
1110,1251,1360
2420,5471,2750
1340,1016,1430
2393,5477,2439
1240,1140,1310
1910,12075,2240
2260,5690,2970
2329,5720,2197
2600,6646,2770
2580,5750,1290
2029,3920,2029
3050,6802,3070
2470,3990,1780
3220,5753,2970
1150,750,1240
1240,1850,1440
3530,9600,1940
1020,1056,1260
3222,8100,4362
1030,3000,1030
3080,5303,3080
1072,4341,1443
2790,5527,2620
3590,16972,3740
1800,3663,1800
830,1484,1540
2280,4610,2070
1710,1286,2000
1570,1870,1290
830,4822,1120
4120,8332,3730
2540,3600,2580
2050,4000,2050
3080,7205,3010
2220,1984,2150
3170,5100,1580
1050,1431,1250
960,1348,1400
3210,6790,4420
3230,5899,2720
3510,10417,3690
1785,2700,1691
1990,3071,1720
2340,13500,1180
1540,1237,1620
2890,2199,2860
3140,6250,2100
1984,3402,2095
1640,1960,1720
1350,942,1390
2000,5899,2430
4750,11063,4560
962,1992,1130
2350,4000,2050
2010,9831,3240
2240,5040,2240
1040,1472,1260
2410,7200,2750
1470,1505,1620
1180,1908,1500
1430,1269,1360
1850,5086,2140
3340,5500,3220
2670,5000,2340
4660,16200,3340
1060,1301,1550
3470,6179,2730
3010,6180,3030
2650,9497,3510
1800,1200,1380
1570,1705,1570
2230,4200,2230
2423,7489,2495
790,994,1160
1440,4595,1510
2052,5250,2052
2780,8460,1150
2960,5750,2550
1180,4269,1800
1100,915,1370
2510,5800,1360
1420,1280,1530
670,899,980
1790,3078,1890
2010,5141,2280
2370,4200,2370
2560,6240,2560
1900,5450,2260
1050,1202,1250
2650,7923,2740
3020,6771,3020
1500,2040,1440
1320,1495,1380
3120,6050,2980
1540,1454,1230
1800,2036,1580
3640,6303,3570
2440,4143,2030
3970,5258,3560
2060,4200,2370
2538,4800,2570
3400,10631,4100
1320,1725,1390
3340,6940,3340
1590,1680,1590
2710,4626,2710
3140,13600,2990
1300,1377,1445
2430,5441,2430
1100,1146,1370
3610,9248,2430
1240,1525,1710
3570,5797,4420
1400,1300,1380
2650,3768,2030
2590,7891,1400
2610,7400,2720
1600,1203,1680
3730,8279,3670
2420,5250,1400
3330,8601,2640
1910,3177,1714
2170,7100,2300
2437,4614,2437
4180,6052,1800
1800,2617,1580
2570,8056,2890
2090,5236,2090
2789,3960,2547
2906,4950,2680
2550,5900,2190
3550,9421,3550
1590,1321,1640
1160,1968,1950
3250,4518,3030
4590,9486,3030
3070,8364,2880
2830,6908,3400
2610,5000,2810
3150,5940,2950
1240,1026,1240
1680,2723,1920
2220,5297,1610
4800,13602,4750
3100,5130,2450
7850,95832,6210
3590,5625,3590
1590,942,1390
2242,4800,2009
1720,1590,1445
1530,1456,1620
2150,3200,2640
2440,5480,1180
1270,1413,1270
1450,4667,1490
2690,5000,2040
2755,4831,2510
2230,3474,2330
1730,3075,2310
1140,1452,1460
1400,8400,1440
2196,6755,1860
1680,1546,1720
4280,11067,2990
2340,5375,2790
2220,4157,2220
3410,5797,4510
1580,5000,2280
3550,5617,3140
1420,1338,1300
1040,1977,1560
2040,12485,1850
1120,3200,1380
3390,5537,4290
2930,5886,3560
2150,4680,1640
1840,5762,2130
2990,5740,2730
1847,8000,1847
2610,7421,2630
1670,108900,3310
1860,54014,2070
3440,11000,2400
3510,9161,3510
1740,1280,1740
2240,5500,700
1550,1480,1550
1390,942,1390
2500,6000,2130
1650,2738,2280
1720,7658,1720
1760,3472,1346
1150,10122,1920
1370,1694,1690
4000,6600,3690
2880,8126,2640
1480,1321,1530
1950,5740,2200
2700,5747,2700
1500,3933,1720
2370,5425,2520
850,1372,1310
2410,5900,2190
3360,5415,3360
2350,4000,2680
2140,5746,2480
1240,1626,1610
2658,4200,2578
1180,1062,1330
1350,982,1310
1020,1714,1450
1380,1936,1690
1270,1916,1140
2655,5232,2879
880,3825,1640
3855,6970,2150
1270,1413,1270
1728,35735,1720
1950,8125,2310
3170,4181,2840
963,1300,1230
2570,5000,2570
1560,1728,1560
1020,1670,1420
2510,8900,1830
2223,7766,1690
1160,817,1240
3050,10800,2180
2710,4759,2530
2090,3430,2090
1160,1483,1580
1510,54450,2270
2740,6300,1220
3360,5398,3230
2280,5121,2130
3520,5500,3340
1100,1213,1340
3410,7048,3420
1390,5701,2255
1530,1998,1380
1427,4347,1443
2910,10419,2910
3250,5667,2730
3630,8246,1730
1680,977,1680
1890,4000,1390
2380,5166,2660
1290,9000,1230
3230,7735,1910
1630,5668,1720
3290,10758,3290
2550,4050,2250
850,976,1140
2300,3825,2110
1640,5001,1610
2440,7653,1350
1611,2182,2070
1650,3290,2440
2015,12310,1780
2714,5182,2848
3060,9579,3060
2050,2886,1800
1390,2175,1490
1240,2500,1240
3750,74052,4920
1360,1200,1500
2448,5446,2815
2600,64626,1740
2870,6349,2550
1000,1170,1200
1060,4802,1580
2830,38211,2830
1610,2889,1830
2800,4200,1770
4570,7560,2040
2820,6120,1510
2570,10663,2570
1140,1193,1510
1220,2640,1220
1650,1283,1570
910,1340,1310
1489,3200,1584
2690,10500,2090
1116,1427,1320
1600,4300,1608
930,1187,1420
2440,4650,1860
1260,2500,1320
1610,1230,1210
960,1080,1190
1520,1939,1360
3250,8100,1270
2520,8700,2240
1180,1537,1380
2380,5000,1610
1640,3920,1640
1650,3166,1620
3745,7200,2960
1002,1287,1220
1200,4365,1750
690,1058,690
3202,4886,2425
1347,1865,1480
2960,6000,2960
740,3988,1430
1200,1295,1280
3500,7538,3250
2310,7153,2310
1490,1230,1420
1000,886,1480
1481,3028,1481
1730,1804,1830
3900,12268,3820
1130,1200,1130
3230,5094,2980
2820,5530,3170
1190,3360,1280
2311,4616,2458
1380,914,1810
3290,6835,2990
3250,5507,3230
2544,4179,2358
1380,1249,1380
1140,1387,1430
2242,56628,2120
820,6400,2740
2380,4120,1410
2280,7200,2430
1660,2040,1750
3320,7429,1840
1370,8259,2040
2584,5201,2767
2217,8037,1470
2480,4314,2510
2610,7206,2610
3240,5562,3380
3569,5251,2550
3181,24393,2056
1921,9140,1921
1570,3202,1800
1940,3078,1880
1940,3078,1880
2210,12951,1850
1080,1681,1280
1520,8710,1860
1160,817,1240
1480,1554,1480
2612,8984,2419
2350,3951,2350
1100,1223,1070
2020,8080,1410
1960,2836,2280
1140,1403,1460
2400,4600,1980
2910,6637,4290
1570,2652,1570
3820,6000,4310
1330,1635,1570
2671,5100,2996
3700,10830,3880
1494,1264,1494
2930,5641,3300
2598,4900,2502
2242,4942,1798
2830,5593,2840
2710,5866,2380
2320,3770,2310
2720,8611,1590
